data,fraction,imp_method,ad_method,f1_before,f1_after,recall_before,recall_after,precision_before,precision_after,accuracy_before,accuracy_after,rmse,mae,mape,exec_time
ambient_temperature_system_failure,0.1,GAIN,Variance Based Method,0.3362175525339926,0.2707889125799573,0.3746556473829201,0.349862258953168,0.3049327354260089,0.2208695652173913,0.8522086142837485,0.811751754506674,0.1165618123018362,0.0343152966800925,0.0673709699155279,0
ambient_temperature_system_failure,0.1,KNN,Hotelling T2,0.2567947516401124,0.2408963585434173,0.1887052341597796,0.1776859504132231,0.4017595307917888,0.3739130434782609,0.8908765652951699,0.8881243979633962,0.0456734943369348,0.0120073204121209,0.034072255561054,0
ambient_temperature_system_failure,0.1,KNN,One-Class SVM,0.3634694814134924,0.3524552547039927,0.5454545454545454,0.5289256198347108,0.2725395732966276,0.264280798348245,0.8091371955414889,0.8058345947433604,0.0456734943369348,0.0120073204121209,0.034072255561054,1
ambient_temperature_system_failure,0.1,KNN,Isolation Forest,0.339986235375086,0.3289745354439091,0.3402203856749311,0.3292011019283746,0.3397524071526822,0.328748280605227,0.8680335764414476,0.8658318425760286,0.0456734943369348,0.0120073204121209,0.034072255561054,2
ambient_temperature_system_failure,0.1,KNN,LOF,0.3368421052631579,0.0275303643724696,0.2865013774104683,0.0234159779614325,0.4086444007858546,0.0333988212180746,0.8872987477638641,0.834732351726985,0.0456734943369348,0.0120073204121209,0.034072255561054,1
ambient_temperature_system_failure,0.1,KNN,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8893628732626944,0.8918398238612908,0.0456734943369348,0.0120073204121209,0.034072255561054,1
ambient_temperature_system_failure,0.1,KNN,Variance Based Method,0.3362175525339926,0.3277511961722488,0.3746556473829201,0.3774104683195592,0.3049327354260089,0.2896405919661733,0.8522086142837485,0.8453281959543141,0.0456734943369348,0.0120073204121209,0.034072255561054,0
ambient_temperature_system_failure,0.1,miceforest,Hotelling T2,0.2567947516401124,0.247403210576015,0.1887052341597796,0.1804407713498622,0.4017595307917888,0.3933933933933934,0.8908765652951699,0.8903261318288151,0.0482987694751724,0.0129072029609646,0.0331413199526168,0
ambient_temperature_system_failure,0.1,miceforest,One-Class SVM,0.3634694814134924,0.3524552547039927,0.5454545454545454,0.5289256198347108,0.2725395732966276,0.264280798348245,0.8091371955414889,0.8058345947433604,0.0482987694751724,0.0129072029609646,0.0331413199526168,1
ambient_temperature_system_failure,0.1,miceforest,Isolation Forest,0.3413626978664831,0.327598072952512,0.3415977961432507,0.3278236914600551,0.3411279229711141,0.327372764786795,0.8683087931746251,0.8655566258428512,0.0482987694751724,0.0129072029609646,0.0331413199526168,2
ambient_temperature_system_failure,0.1,miceforest,LOF,0.3368421052631579,0.3222672064777327,0.2865013774104683,0.2741046831955923,0.4086444007858546,0.3909626719056974,0.8872987477638641,0.8848217971652677,0.0482987694751724,0.0129072029609646,0.0331413199526168,1
ambient_temperature_system_failure,0.1,miceforest,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8893628732626944,0.8921150405944681,0.0482987694751724,0.0129072029609646,0.0331413199526168,1
ambient_temperature_system_failure,0.1,miceforest,Variance Based Method,0.3362175525339926,0.3296969696969697,0.3746556473829201,0.3746556473829201,0.3049327354260089,0.2943722943722944,0.8522086142837485,0.8478051465529104,0.0482987694751724,0.0129072029609646,0.0331413199526168,0
